Driver,LapTime_first_year,LapTime_latter_year
NOR,109.23942,106.97414583333334
NOR,84.65811320754717,83.46286792452831
NOR,86.34253846153847,89.75318181818182
NOR,83.27002857142857,81.45301428571429
NOR,234.181,116.72688095238097
NOR,97.42567346938776,97.16343137254903
NOR,72.46455714285715,72.67512676056339
NOR,109.2475,112.13146341463415
NOR,113.00266666666666,99.4957
NOR,109.60720454545454,112.51954901960785
NOR,142.425,86.48874285714287
NOR,99.67572727272727,100.1001875
NOR,81.36471428571429,87.29060317460318
NOR,90.58950793650794,84.88364935064935
NOR,85.35922535211267,82.79681690140845
NOR,89.1795,91.20222641509433
NOR,93.65691836734695,97.42567346938776
NOR,98.51447272727273,103.68278947368421
NOR,75.63220833333334,80.757609375
NOR,97.62211290322581,97.23279032258064
NOR,100.1001875,99.22678
NOR,116.72688095238097,114.18565909090908
NOR,103.68278947368421,102.60676363636364
NOR,96.13953846153846,93.78873684210525
NOR,79.52652857142857,82.71164
NOR,89.75318181818182,81.66661538461538
NOR,76.36214102564102,90.58950793650794
NOR,71.19101408450705,72.46455714285715
NOR,85.08175714285714,86.34752857142857
NOR,90.65154385964912,86.56167307692309
NOR,91.20222641509433,87.58023529411764
NOR,82.71164,78.43897142857143
OCO,72.29222535211267,73.51067142857143
OCO,93.26954385964912,96.30915789473684
OCO,90.71469565217392,79.9153768115942
OCO,86.55755384615385,89.63442424242425
OCO,83.37353225806451,83.79018518518518
OCO,79.4767,83.5596338028169
OCO,102.65365853658537,99.94386885245902
OCO,85.62845614035088,103.84869811320755
OCO,81.01790909090909,81.39569696969697
OCO,84.21756410256411,
OCO,77.64812987012986,91.18044444444445
OCO,115.9874761904762,114.20838636363636
OCO,98.57027906976744,99.02940425531914
OCO,97.31054166666667,96.80141666666667
OCO,86.76811594202898,104.07300000000001
OCO,111.96647999999999,109.25804081632654
OCO,72.269338028169,73.00984057971014
OCO,81.39569696969697,84.99351515151515
OCO,114.20838636363636,110.21799999999999
OCO,91.86605172413793,86.74915384615385
OCO,95.52948,101.55108333333334
OCO,104.07300000000001,86.1292463768116
OCO,98.93751785714286,93.26954385964912
OCO,,72.29222535211267
OCO,99.02940425531914,97.4653469387755
OCO,85.20774285714286,77.35770422535211
OCO,89.63442424242425,81.01790909090909
OCO,84.15729411764706,86.76811594202898
OCO,103.03521052631578,102.91624390243902
OCO,77.35770422535211,82.27655555555556
OCO,101.1324423076923,103.00133962264151
OCO,91.18044444444445,84.21756410256411
OCO,95.15011111111112,99.15482
OCO,100.75993333333334,100.57202040816327
OCO,93.50573684210526,91.77851724137932
OCO,103.72374074074075,102.20007142857142
OCO,73.51067142857143,72.269338028169
OCO,98.86057142857143,101.46805263157894
OCO,120.56833333333334,111.96647999999999
OCO,82.93781428571428,81.42914285714285
OCO,89.10197435897436,86.41126923076924
OCO,81.42914285714285,90.71469565217392
OCO,101.55108333333334,95.15011111111112
OCO,86.41126923076924,84.73961538461539
OCO,110.88244897959183,108.07783333333333
OCO,79.07078260869565,88.32616417910448
OCO,102.17596078431373,101.82566666666668
OCO,86.1292463768116,83.57230434782608
OCO,87.07804285714285,83.85969014084507
OCO,86.7628,87.07804285714285
OCO,100.72718181818182,103.03521052631578
OCO,92.34016071428572,
OCO,90.6901568627451,91.24215094339623
OCO,102.91624390243902,98.86057142857143
OCO,110.21799999999999,114.4239268292683
OCO,91.24215094339623,89.10197435897436
OCO,127.64533333333334,102.65365853658537
OCO,86.74915384615385,85.62845614035088
OCO,97.4653469387755,97.31054166666667
OCO,107.64601886792452,108.07483333333334
OCO,111.05900000000001,102.17596078431373
OCO,106.166775,107.64601886792452
OCO,,79.21911688311688
OCO,99.15482,108.3108085106383
OCO,109.20296428571429,98.30348214285713
OCO,92.0426,89.36033870967742
OCO,109.25804081632654,110.88244897959183
OCO,85.02082857142857,86.7628
OCO,96.30915789473684,94.97531578947368
OCO,83.5596338028169,79.07078260869565
OCO,85.60655714285714,85.02082857142857
OCO,76.82345070422535,80.88736111111112
OCO,218.65,115.9874761904762
OCO,101.82566666666668,94.53624528301887
OCO,108.07483333333334,103.72374074074075
OCO,80.88736111111112,85.20774285714286
OCO,91.77851724137932,91.18960344827586
OCO,99.94386885245902,99.5
PER,99.14303773584906,101.12650000000001
PER,90.01012280701755,86.38034615384616
PER,90.96563793103448,90.32891379310345
PER,113.01715909090909,110.0053409090909
PER,97.5192909090909,92.34429824561404
PER,81.366,81.27680000000001
PER,245.276,114.24557142857144
PER,99.57042857142858,102.95580357142856
PER,102.12098214285713,103.41772
PER,94.24502083333334,93.86772916666666
PER,72.54640845070422,72.07704225352113
PER,97.55534042553191,94.24502083333334
PER,83.5890985915493,103.446
PER,90.14727450980394,91.20003773584905
PER,84.66052857142857,84.59687142857143
